mode,n,nx,iteration,objective,gradient_norm,condition_number,step_size,shots_per_iteration,backtrack_count,accepted_step
classical,8,16,53,9196.214696240866,0.006834818760870428,1.764897486491216,55.0,0,0,1
classical,8,16,54,9196.21219752135,0.006459255745126216,1.7649058814462688,55.0,0,0,1
classical,8,16,55,9196.209965859201,0.006104329370816619,1.7649138179930368,55.0,0,0,1
classical,8,16,56,9196.207972711944,0.005768905682720464,1.764921321016032,55.0,0,0,1
classical,8,16,57,9196.206192587646,0.005451913035087337,1.764928414064726,55.0,0,0,1
classical,8,16,58,9196.204602718908,0.005152338667788323,1.7649351194234666,55.0,0,0,1
classical,8,16,59,9196.203182771651,0.004869225470606212,1.7649414581779164,55.0,0,0,1
classical,8,16,60,9196.201914585055,0.00460166892532689,1.76494745027817,55.0,0,0,1
classical,8,16,61,9196.2007819393,0.00434881421586121,1.764953114598696,55.0,0,0,1
classical,8,16,62,9196.199770348087,0.004109853497164364,1.764958468995249,55.0,0,0,1
classical,8,16,63,9196.19886687339,0.003884023314226496,1.7649635303588846,55.0,0,0,1
classical,8,16,64,9196.198059959968,0.003670602162888326,1.7649683146672193,55.0,0,0,1
classical,8,16,65,9196.197339287577,0.003468908184688197,1.7649728370330608,55.0,0,0,1
classical,8,16,66,9196.19669563897,0.003278296988375728,1.764977111750526,55.0,0,0,1
classical,8,16,67,9196.196120782031,0.0030981595911316723,1.764981152338782,55.0,0,0,1
classical,8,16,68,9196.195607364465,0.002927920472916007,1.7649849715835164,55.0,0,0,1
classical,8,16,69,9196.195148819776,0.002767035737728049,1.7649885815762385,55.0,0,0,1
classical,8,16,70,9196.194739283279,0.0026149913759037557,1.7649919937515388,55.0,0,0,1
classical,8,16,71,9196.194373517088,0.0024713016218981124,1.7649952189223856,55.0,0,0,1
classical,8,16,72,9196.194046843142,0.0023355074023058693,1.7649982673135758,55.0,0,0,1
classical,8,16,73,9196.193755083354,0.0022071748691621265,1.76500114859342,55.0,0,0,1
classical,8,16,74,9196.193494506178,0.0020858940138363917,1.7650038719037475,55.0,0,0,1
classical,8,16,75,9196.193261778886,0.0019712773570918778,1.7650064458883357,55.0,0,0,1
classical,8,16,76,9196.193053924952,0.0018629587111246206,1.765008878719821,55.0,0,0,1
classical,8,16,77,9196.192868285965,0.001760592009627252,1.7650111781251823,55.0,0,0,1
classical,8,16,78,9196.192702487651,0.0016638502021392551,1.7650133514098676,55.0,0,0,1
classical,8,16,79,9196.192554409477,0.001572424209151795,1.7650154054806373,55.0,0,0,1
classical,8,16,80,9196.192422157565,0.0014860219346279249,1.7650173468671748,55.0,0,0,1
classical,8,16,81,9196.192304040434,0.0014043673327840368,1.765019181742558,55.0,0,0,1
classical,8,16,82,9196.192198547395,0.0013271995261502662,1.7650209159426136,55.0,0,0,1
classical,8,16,83,9196.192104329215,0.0012542719720925477,1.7650225549842504,55.0,0,0,1
classical,8,16,84,9196.192020180859,0.0011853516751331792,1.7650241040827934,55.0,0,0,1
classical,8,16,85,9196.191945026088,0.0011202184425535393,1.7650255681683948,55.0,0,0,1
classical,8,16,86,9196.191877903693,0.0010586641809003986,1.7650269519015538,55.0,0,0,1
classical,8,16,87,9196.191817955196,0.0010004922311482006,1.7650282596878024,55.0,0,0,1
classical,8,16,88,9196.191764413854,0.0009455167403936319,1.7650294956916002,55.0,0,0,1
classical,8,16,89,9196.191716594896,0.0008935620680743068,1.7650306638494697,55.0,0,0,1
classical,8,16,90,9196.191673886724,0.0008444622248154861,1.7650317678824354,55.0,0,0,1
classical,8,16,91,9196.191635743106,0.00079806034211092,1.7650328113077751,55.0,0,0,1
classical,8,16,92,9196.191601676193,0.0007542081711444886,1.765033797450139,55.0,0,0,1
classical,8,16,93,9196.191571250285,0.0007127656091504266,1.7650347294520738,55.0,0,0,1
classical,8,16,94,9196.191544076228,0.0006736002517998824,1.7650356102839606,55.0,0,0,1
classical,8,16,95,9196.191519806482,0.0006365869701828748,1.76503644275343,55.0,0,0,1
classical,8,16,96,9196.191498130629,0.0006016075110346679,1.7650372295142474,55.0,0,0,1
classical,8,16,97,9196.19147877145,0.0005685501189292756,1.7650379730747332,55.0,0,0,1
classical,8,16,98,9196.19146148134,0.000537309179232481,1.76503867580571,55.0,0,0,1
classical,8,16,99,9196.191446039162,0.000507784880674686,1.765039339948027,55.0,0,0,1
classical,16,16,0,17414.564827883678,0.2730818623840836,4.323833483732782,55.0,0,0,1
classical,16,16,1,17410.57583246553,0.2580936085467996,4.325100480914841,55.0,0,0,1
classical,16,16,2,17407.012696720998,0.24392804393186288,4.326354702478762,55.0,0,0,1
classical,16,16,3,17403.829955159308,0.2305400067359208,4.327589159628348,55.0,0,0,1
classical,16,16,4,17400.986996461044,0.21788681487864203,4.328797353458902,55.0,0,0,1
classical,16,16,5,17398.447545186682,0.2059281297901479,4.329973762348917,55.0,0,0,1
classical,16,16,6,17396.179198829122,0.19462582768653125,4.33111404475033,55.0,0,0,1
classical,16,16,7,17394.153014299656,0.1839438779212255,4.3322150386256695,55.0,0,0,1
classical,16,16,8,17392.343138568336,0.17384822802273991,4.333274645155245,55.0,0,0,1
classical,16,16,9,17390.72647874343,0.16430669505077114,4.3342916636879565,55.0,0,0,1
classical,16,16,10,17389.282407378425,0.15528886292299504,4.335265619518233,55.0,0,0,1
classical,16,16,11,17387.992499244683,0.14676598538402547,4.336196605964151,55.0,0,0,1
classical,16,16,12,17386.840296209724,0.1387108943061354,4.337085149298772,55.0,0,0,1
classical,16,16,13,17385.81109721998,0.1310979130284515,4.337932097932618,55.0,0,0,1
classical,16,16,14,17384.89177070726,0.12390277445749527,4.3387385338443405,55.0,0,0,1
classical,16,16,15,17384.07058702467,0.11710254366721623,4.339505702995824,55.0,0,0,1
classical,16,16,16,17383.337068773093,0.11067554475109069,4.340234961298654,55.0,0,0,1
classical,16,16,17,17382.681857108062,0.1046012916924847,4.340927733014009,55.0,0,0,1
classical,16,16,18,17382.096592320755,0.09886042303236191,4.341585478948759,55.0,0,0,1
classical,16,16,19,17381.57380716881,0.0934346401255767,4.342209672302639,55.0,0,0,1
classical,16,16,20,17381.10683159587,0.08830664878848964,4.342801780461603,55.0,0,0,1
classical,16,16,21,17380.689707623646,0.08346010415150036,4.343363251399896,55.0,0,0,1
classical,16,16,22,17380.317113330493,0.07887955854035132,4.343895503649916,55.0,0,0,1
classical,16,16,23,17379.984294946356,0.07455041221975169,4.3443999190326466,55.0,0,0,1
classical,16,16,24,17379.687006197386,0.07045886684202708,4.344877837523589,55.0,0,0,1
classical,16,16,25,17379.4214541263,0.06659188145215618,4.345330553769997,55.0,0,0,1
classical,16,16,26,17379.18425069706,0.06293713090873097,4.345759314883989,55.0,0,0,1
classical,16,16,27,17378.972369566305,0.05948296658810437,4.346165319219642,55.0,0,0,1
classical,16,16,28,17378.78310746985,0.05621837924628735,4.346549715906941,55.0,0,0,1
classical,16,16,29,17378.614049731663,0.05313296392005763,4.346913604965146,55.0,0,0,1
classical,16,16,30,17378.46303945499,0.05021688675525853,4.347258037856736,55.0,0,0,1
classical,16,16,31,17378.328150002715,0.04746085365642576,4.347584018373188,55.0,0,0,1
classical,16,16,32,17378.20766041561,0.04485608065770024,4.347892503767051,55.0,0,0,1
classical,16,16,33,17378.100033454954,0.0423942659204838,4.348184406063153,55.0,0,0,1
classical,16,16,34,17378.003895989263,0.040067563268491535,4.3484605934959975,55.0,0,0,1
classical,16,16,35,17377.918021474878,0.03786855717576493,4.348721892031792,55.0,0,0,1
classical,16,16,36,17377.8413143069,0.03579023912785077,4.3489690869423745,55.0,0,0,1
classical,16,16,37,17377.77279584081,0.033825985280735,4.349202924405365,55.0,0,0,1
classical,16,16,38,17377.71159190627,0.03196953534626478,4.349424113110504,55.0,0,0,1
classical,16,16,39,17377.65692165405,0.030214972636709046,4.34963332585659,55.0,0,0,1
classical,16,16,40,17377.608087593497,0.02855670520480564,4.349831201126967,55.0,0,0,1
classical,16,16,41,17377.56446669367,0.02698944801914271,4.350018344634362,55.0,0,0,1
classical,16,16,42,17377.52550243438,0.025508206118024693,4.35019533082818,55.0,0,0,1
classical,16,16,43,17377.490697705893,0.024108258688098006,4.3503627043591475,55.0,0,0,1
classical,16,16,44,17377.459608466637,0.022785144016959715,4.350520981497678,55.0,0,0,1
classical,16,16,45,17377.43183807791,0.02153464527176629,4.350670651503489,55.0,0,0,1
classical,16,16,46,17377.40703224351,0.020352777058488567,4.350812177944926,55.0,0,0,1
classical,16,16,47,17377.384874489413,0.019235772718957794,4.350945999967276,55.0,0,0,1
classical,16,16,48,17377.36508212618,0.018180072325193246,4.351072533509737,55.0,0,0,1
classical,16,16,49,17377.34740264232,0.01718231133273285,4.3511921724714835,55.0,0,0,1
classical,16,16,50,17377.331610482684,0.01623930985678794,4.35130528982731,55.0,0,0,1
classical,16,16,51,17377.317504170765,0.015348062537029082,4.35141223869387,55.0,0,0,1
classical,16,16,52,17377.304903738244,0.014505728958689443,4.351513353347612,55.0,0,0,1
classical,16,16,53,17377.29364842891,0.013709624599445835,4.351608950195726,55.0,0,0,1
classical,16,16,54,17377.283594647703,0.012957212273214195,4.3516993287014945,55.0,0,0,1
classical,16,16,55,17377.274614128728,0.012246094043581344,4.351784772265598,55.0,0,0,1
classical,16,16,56,17377.26659229881,0.011574003581092574,4.351865549064895,55.0,0,0,1
classical,16,16,57,17377.259426815723,0.010938798940030563,4.351941912850272,55.0,0,0,1
classical,16,16,58,17377.25302626254,0.010338455731658399,4.352014103705193,55.0,0,0,1
classical,16,16,59,17377.247308981336,0.009771060672163144,4.352082348766536,55.0,0,0,1
classical,16,16,60,17377.242202031342,0.009234805484732978,4.352146862909289,55.0,0,0,1
classical,16,16,61,17377.2376402584,0.008727981136328038,4.3522078493966685,55.0,0,0,1
classical,16,16,62,17377.233565463703,0.008248972390774278,4.352265500497233,55.0,0,0,1
classical,16,16,63,17377.229925661315,0.007796252660816167,4.352319998070431,55.0,0,0,1
classical,16,16,64,17377.2266744149,0.007368379142720034,4.352371514122078,55.0,0,0,1
classical,16,16,65,17377.223770245302,0.006963988217916657,4.3524202113311246,55.0,0,0,1
classical,16,16,66,17377.22117610139,0.00658179110702791,4.352466243549131,55.0,0,0,1
classical,16,16,67,17377.21885888729,0.006220569762423009,4.352509756273729,55.0,0,0,1
classical,16,16,68,17377.216789040187,0.00587917298621227,4.352550887097321,55.0,0,0,1
classical,16,16,69,17377.21494015317,0.005556512761304707,4.352589766132258,55.0,0,0,1
classical,16,16,70,17377.213288638322,0.005251560783834287,4.352626516413672,55.0,0,0,1
classical,16,16,71,17377.211813425758,0.0049633451859033405,4.352661254281028,55.0,0,0,1
classical,16,16,72,17377.2104956949,0.004690947438195961,4.352694089739485,55.0,0,0,1
classical,16,16,73,17377.209318634257,0.0044334994225897805,4.352725126802166,55.0,0,0,1
classical,16,16,74,17377.20826722702,0.004190180665435135,4.35275446381414,55.0,0,0,1
classical,16,16,75,17377.20732805945,0.00396021572268313,4.352782193759234,55.0,0,0,1
classical,16,16,76,17377.20648914974,0.003742871708528024,4.352808404550433,55.0,0,0,1
classical,16,16,77,17377.205739795194,0.0035374559596885197,4.352833179304779,55.0,0,0,1
classical,16,16,78,17377.20507043562,0.0033433138278801742,4.352856596603534,55.0,0,0,1
classical,16,16,79,17377.204472531408,0.0031598265934468265,4.352878730738402,55.0,0,0,1
classical,16,16,80,17377.203938454568,0.002986409493498575,4.352899651944551,55.0,0,0,1
classical,16,16,81,17377.203461391407,0.002822509858272438,4.35291942662106,55.0,0,0,1
classical,16,16,82,17377.20303525562,0.0026676053497762977,4.352938117539552,55.0,0,0,1
classical,16,16,83,17377.202654610617,0.002521202297101565,4.3529557840415425,55.0,0,0,1
classical,16,16,84,17377.202314600152,0.0023828341230995006,4.35297248222515,55.0,0,0,1
classical,16,16,85,17377.20201088644,0.002252059857406516,4.352988265121733,55.0,0,0,1
classical,16,16,86,17377.201739594726,0.0021284627310797204,4.3530031828629845,55.0,0,0,1
classical,16,16,87,17377.2014972639,0.0020116488483621882,4.353017282838955,55.0,0,0,1
classical,16,16,88,17377.20128080234,0.0019012459313468948,4.353030609847544,55.0,0,0,1
classical,16,16,89,17377.201087448462,0.0017969021335362883,4.3530432062358875,55.0,0,0,1
classical,16,16,90,17377.200914735466,0.0016982849185178581,4.353055112034069,55.0,0,0,1
classical,16,16,91,17377.20076045991,0.0016050800001806624,4.353066365081585,55.0,0,0,1
classical,16,16,92,17377.20062265356,0.0015169903410958449,4.35307700114693,55.0,0,0,1
classical,16,16,93,17377.200499558297,0.0014337352058693645,4.353087054040701,55.0,0,0,1
classical,16,16,94,17377.200389603695,0.0013550492664480074,4.35309655572253,55.0,0,0,1
classical,16,16,95,17377.20029138695,0.0012806817565302441,4.353105536402223,55.0,0,0,1
classical,16,16,96,17377.200203655037,0.0012103956723837116,4.353114024635395,55.0,0,0,1
classical,16,16,97,17377.20012528868,0.0011439670175251017,4.3531220474138665,55.0,0,0,1
classical,16,16,98,17377.200055288078,0.0010811840888531323,4.353129630251173,55.0,0,0,1
classical,16,16,99,17377.199992760194,0.0010218468019606132,4.353136797263398,55.0,0,0,1
